iso3,name,year,disease_short,disease_description,cases
ALB,Albania,2015,ntetanus,Neonatal tetanus,
ALB,Albania,2015,pertussis,Pertussis,
ALB,Albania,2015,poliomyelitis,Poliomyelitis,0
ALB,Albania,2015,rubella,Rubella,
ALB,Albania,2015,ttetanus,Total tetanus,
ALB,Albania,2015,yfever,Yellow fever,
ALB,Albania,2014,crs,Congenital rubella syndrome,
ALB,Albania,2014,diphtheria,Diphtheria,
ALB,Albania,2014,japenc,Japanese encephalitis,
ALB,Albania,2014,measles,Measles,
ALB,Albania,2014,mumps,Mumps,
ALB,Albania,2014,ntetanus,Neonatal tetanus,
ALB,Albania,2014,pertussis,Pertussis,
ALB,Albania,2014,poliomyelitis,Poliomyelitis,30
ALB,Albania,2014,rubella,Rubella,
ALB,Albania,2014,ttetanus,Total tetanus,
ALB,Albania,2014,yfever,Yellow fever,
ALB,Albania,2013,crs,Congenital rubella syndrome,0
ALB,Albania,2013,diphtheria,Diphtheria,0
ALB,Albania,2013,japenc,Japanese encephalitis,0
ALB,Albania,2013,measles,Measles,0
ALB,Albania,2013,mumps,Mumps,20
ALB,Albania,2013,ntetanus,Neonatal tetanus,0
ALB,Albania,2013,pertussis,Pertussis,6
ALB,Albania,2013,poliomyelitis,Poliomyelitis,0
ALB,Albania,2013,rubella,Rubella,0
ALB,Albania,2013,ttetanus,Total tetanus,0
ALB,Albania,2013,yfever,Yellow fever,0
ALB,Albania,2012,crs,Congenital rubella syndrome,0
ALB,Albania,2012,diphtheria,Diphtheria,0
ALB,Albania,2012,japenc,Japanese encephalitis,0
ALB,Albania,2012,measles,Measles,9
ALB,Albania,2012,mumps,Mumps,18
ALB,Albania,2012,ntetanus,Neonatal tetanus,0
ALB,Albania,2012,pertussis,Pertussis,16
ALB,Albania,2012,poliomyelitis,Poliomyelitis,0
ALB,Albania,2012,rubella,Rubella,1
ALB,Albania,2012,ttetanus,Total tetanus,0
ALB,Albania,2012,yfever,Yellow fever,0
ALB,Albania,2011,crs,Congenital rubella syndrome,0
ALB,Albania,2011,diphtheria,Diphtheria,0
ALB,Albania,2011,japenc,Japanese encephalitis,0
ALB,Albania,2011,measles,Measles,28
ALB,Albania,2011,mumps,Mumps,39
ALB,Albania,2011,ntetanus,Neonatal tetanus,0
ALB,Albania,2011,pertussis,Pertussis,4
ALB,Albania,2011,poliomyelitis,Poliomyelitis,0
ALB,Albania,2011,rubella,Rubella,5
ALB,Albania,2011,ttetanus,Total tetanus,0
ALB,Albania,2011,yfever,Yellow fever,0
ALB,Albania,2010,crs,Congenital rubella syndrome,0
ALB,Albania,2010,diphtheria,Diphtheria,0
ALB,Albania,2010,japenc,Japanese encephalitis,0
ALB,Albania,2010,measles,Measles,10
ALB,Albania,2010,mumps,Mumps,21
ALB,Albania,2010,ntetanus,Neonatal tetanus,0
ALB,Albania,2010,pertussis,Pertussis,0
ALB,Albania,2010,poliomyelitis,Poliomyelitis,0
ALB,Albania,2010,rubella,Rubella,5
ALB,Albania,2010,ttetanus,Total tetanus,1
ALB,Albania,2010,yfever,Yellow fever,0
ALB,Albania,2009,crs,Congenital rubella syndrome,0
ALB,Albania,2009,diphtheria,Diphtheria,0
ALB,Albania,2009,japenc,Japanese encephalitis,
ALB,Albania,2009,measles,Measles,0
ALB,Albania,2009,mumps,Mumps,22
ALB,Albania,2009,ntetanus,Neonatal tetanus,0
ALB,Albania,2009,pertussis,Pertussis,10
ALB,Albania,2009,poliomyelitis,Poliomyelitis,0
ALB,Albania,2009,rubella,Rubella,0
ALB,Albania,2009,ttetanus,Total tetanus,0
ALB,Albania,2009,yfever,Yellow fever,
ALB,Albania,2008,crs,Congenital rubella syndrome,0
ALB,Albania,2008,diphtheria,Diphtheria,0
ALB,Albania,2008,japenc,Japanese encephalitis,
ALB,Albania,2008,measles,Measles,
ALB,Albania,2008,mumps,Mumps,50
ALB,Albania,2008,ntetanus,Neonatal tetanus,0
ALB,Albania,2008,pertussis,Pertussis,10
ALB,Albania,2008,poliomyelitis,Poliomyelitis,0
ALB,Albania,2008,rubella,Rubella,0
ALB,Albania,2008,ttetanus,Total tetanus,0
ALB,Albania,2008,yfever,Yellow fever,0
ALB,Albania,2007,crs,Congenital rubella syndrome,0
ALB,Albania,2007,diphtheria,Diphtheria,0
ALB,Albania,2007,japenc,Japanese encephalitis,0
ALB,Albania,2007,measles,Measles,22
ALB,Albania,2007,mumps,Mumps,824
ALB,Albania,2007,ntetanus,Neonatal tetanus,0
ALB,Albania,2007,pertussis,Pertussis,13
ALB,Albania,2007,poliomyelitis,Poliomyelitis,0
ALB,Albania,2007,rubella,Rubella,0
ALB,Albania,2007,ttetanus,Total tetanus,2
ALB,Albania,2007,yfever,Yellow fever,0
ALB,Albania,2006,crs,Congenital rubella syndrome,0
ALB,Albania,2006,diphtheria,Diphtheria,0
ALB,Albania,2006,japenc,Japanese encephalitis,
ALB,Albania,2006,measles,Measles,68
ALB,Albania,2006,mumps,Mumps,236
ALB,Albania,2006,ntetanus,Neonatal tetanus,0
ALB,Albania,2006,pertussis,Pertussis,0
ALB,Albania,2006,poliomyelitis,Poliomyelitis,0
ALB,Albania,2006,rubella,Rubella,0
ALB,Albania,2006,ttetanus,Total tetanus,2
ALB,Albania,2006,yfever,Yellow fever,0
ALB,Albania,2005,crs,Congenital rubella syndrome,0
ALB,Albania,2005,diphtheria,Diphtheria,0
ALB,Albania,2005,measles,Measles,6
ALB,Albania,2005,mumps,Mumps,1696
ALB,Albania,2005,ntetanus,Neonatal tetanus,0
ALB,Albania,2005,pertussis,Pertussis,15
ALB,Albania,2005,poliomyelitis,Poliomyelitis,0
ALB,Albania,2005,rubella,Rubella,0
ALB,Albania,2005,ttetanus,Total tetanus,1
ALB,Albania,2005,yfever,Yellow fever,0
ALB,Albania,2004,crs,Congenital rubella syndrome,14
ALB,Albania,2004,diphtheria,Diphtheria,0
ALB,Albania,2004,measles,Measles,7
ALB,Albania,2004,mumps,Mumps,896
ALB,Albania,2004,ntetanus,Neonatal tetanus,0
ALB,Albania,2004,pertussis,Pertussis,72
ALB,Albania,2004,poliomyelitis,Poliomyelitis,0
ALB,Albania,2004,rubella,Rubella,0
ALB,Albania,2004,ttetanus,Total tetanus,1
ALB,Albania,2004,yfever,Yellow fever,0
ALB,Albania,2003,crs,Congenital rubella syndrome,0
ALB,Albania,2003,diphtheria,Diphtheria,0
ALB,Albania,2003,measles,Measles,8
ALB,Albania,2003,mumps,Mumps,2236
ALB,Albania,2003,ntetanus,Neonatal tetanus,0
ALB,Albania,2003,pertussis,Pertussis,11
ALB,Albania,2003,poliomyelitis,Poliomyelitis,0
ALB,Albania,2003,rubella,Rubella,9
ALB,Albania,2003,ttetanus,Total tetanus,0
ALB,Albania,2003,yfever,Yellow fever,0
ALB,Albania,2002,crs,Congenital rubella syndrome,
ALB,Albania,2002,diphtheria,Diphtheria,0
ALB,Albania,2002,measles,Measles,16
ALB,Albania,2002,mumps,Mumps,3124
ALB,Albania,2002,ntetanus,Neonatal tetanus,0
ALB,Albania,2002,pertussis,Pertussis,20
ALB,Albania,2002,poliomyelitis,Poliomyelitis,0
ALB,Albania,2002,rubella,Rubella,12
ALB,Albania,2002,ttetanus,Total tetanus,1
ALB,Albania,2002,yfever,Yellow fever,0
ALB,Albania,2001,crs,Congenital rubella syndrome,
ALB,Albania,2001,diphtheria,Diphtheria,0
ALB,Albania,2001,measles,Measles,18
ALB,Albania,2001,mumps,Mumps,1414
ALB,Albania,2001,ntetanus,Neonatal tetanus,0
ALB,Albania,2001,pertussis,Pertussis,36
ALB,Albania,2001,poliomyelitis,Poliomyelitis,0
ALB,Albania,2001,rubella,Rubella,10
ALB,Albania,2001,ttetanus,Total tetanus,2
ALB,Albania,2001,yfever,Yellow fever,0
ALB,Albania,2000,crs,Congenital rubella syndrome,
ALB,Albania,2000,diphtheria,Diphtheria,4
ALB,Albania,2000,measles,Measles,662
ALB,Albania,2000,mumps,Mumps,1651
ALB,Albania,2000,ntetanus,Neonatal tetanus,0
ALB,Albania,2000,pertussis,Pertussis,89
ALB,Albania,2000,poliomyelitis,Poliomyelitis,0
ALB,Albania,2000,rubella,Rubella,1752
ALB,Albania,2000,ttetanus,Total tetanus,2
ALB,Albania,1999,crs,Congenital rubella syndrome,
ALB,Albania,1999,diphtheria,Diphtheria,2
ALB,Albania,1999,measles,Measles,797
ALB,Albania,1999,mumps,Mumps,1006
ALB,Albania,1999,ntetanus,Neonatal tetanus,0
ALB,Albania,1999,pertussis,Pertussis,27
ALB,Albania,1999,poliomyelitis,Poliomyelitis,0
ALB,Albania,1999,rubella,Rubella,15
ALB,Albania,1999,ttetanus,Total tetanus,0
ALB,Albania,1999,yfever,Yellow fever,
ALB,Albania,1998,diphtheria,Diphtheria,0
ALB,Albania,1998,measles,Measles,1901
ALB,Albania,1998,ntetanus,Neonatal tetanus,
ALB,Albania,1998,pertussis,Pertussis,24
ALB,Albania,1998,poliomyelitis,Poliomyelitis,0
ALB,Albania,1998,ttetanus,Total tetanus,
ALB,Albania,1998,yfever,Yellow fever,
ALB,Albania,1997,diphtheria,Diphtheria,0
ALB,Albania,1997,measles,Measles,2386
ALB,Albania,1997,ntetanus,Neonatal tetanus,0
ALB,Albania,1997,pertussis,Pertussis,78
ALB,Albania,1997,poliomyelitis,Poliomyelitis,0
ALB,Albania,1997,ttetanus,Total tetanus,3
ALB,Albania,1997,yfever,Yellow fever,
ALB,Albania,1996,diphtheria,Diphtheria,4
ALB,Albania,1996,measles,Measles,1204
ALB,Albania,1996,ntetanus,Neonatal tetanus,0
ALB,Albania,1996,pertussis,Pertussis,228
ALB,Albania,1996,poliomyelitis,Poliomyelitis,138
ALB,Albania,1996,ttetanus,Total tetanus,2
ALB,Albania,1996,yfever,Yellow fever,
ALB,Albania,1995,diphtheria,Diphtheria,4
ALB,Albania,1995,measles,Measles,15
ALB,Albania,1995,ntetanus,Neonatal tetanus,2
ALB,Albania,1995,pertussis,Pertussis,136
ALB,Albania,1995,poliomyelitis,Poliomyelitis,0
ALB,Albania,1995,ttetanus,Total tetanus,18
ALB,Albania,1995,yfever,Yellow fever,
ALB,Albania,1994,diphtheria,Diphtheria,14
ALB,Albania,1994,measles,Measles,29
ALB,Albania,1994,ntetanus,Neonatal tetanus,6
ALB,Albania,1994,pertussis,Pertussis,244
ALB,Albania,1994,poliomyelitis,Poliomyelitis,0
ALB,Albania,1994,ttetanus,Total tetanus,14
ALB,Albania,1994,yfever,Yellow fever,
ALB,Albania,1993,diphtheria,Diphtheria,18
ALB,Albania,1993,measles,Measles,7
ALB,Albania,1993,ntetanus,Neonatal tetanus,3
ALB,Albania,1993,pertussis,Pertussis,124
ALB,Albania,1993,poliomyelitis,Poliomyelitis,1
ALB,Albania,1993,ttetanus,Total tetanus,18
ALB,Albania,1993,yfever,Yellow fever,
ALB,Albania,1992,diphtheria,Diphtheria,48
ALB,Albania,1992,measles,Measles,0
ALB,Albania,1992,ntetanus,Neonatal tetanus,3
ALB,Albania,1992,pertussis,Pertussis,51
ALB,Albania,1992,poliomyelitis,Poliomyelitis,0
ALB,Albania,1992,ttetanus,Total tetanus,7
ALB,Albania,1992,yfever,Yellow fever,
ALB,Albania,1991,diphtheria,Diphtheria,23
ALB,Albania,1991,measles,Measles,0
ALB,Albania,1991,ntetanus,Neonatal tetanus,1
ALB,Albania,1991,pertussis,Pertussis,275
ALB,Albania,1991,poliomyelitis,Poliomyelitis,1
ALB,Albania,1991,ttetanus,Total tetanus,8
ALB,Albania,1991,yfever,Yellow fever,
ALB,Albania,1990,diphtheria,Diphtheria,17
ALB,Albania,1990,measles,Measles,
ALB,Albania,1990,ntetanus,Neonatal tetanus,1
ALB,Albania,1990,pertussis,Pertussis,329
ALB,Albania,1990,poliomyelitis,Poliomyelitis,0
ALB,Albania,1990,ttetanus,Total tetanus,15
ALB,Albania,1990,yfever,Yellow fever,
ALB,Albania,1989,diphtheria,Diphtheria,5
ALB,Albania,1989,measles,Measles,136034
ALB,Albania,1989,ntetanus,Neonatal tetanus,0
ALB,Albania,1989,pertussis,Pertussis,302
ALB,Albania,1989,poliomyelitis,Poliomyelitis,0
ALB,Albania,1989,ttetanus,Total tetanus,3
ALB,Albania,1989,yfever,Yellow fever,
ALB,Albania,1988,diphtheria,Diphtheria,3
ALB,Albania,1988,measles,Measles,0
ALB,Albania,1988,ntetanus,Neonatal tetanus,0
ALB,Albania,1988,pertussis,Pertussis,508
ALB,Albania,1988,poliomyelitis,Poliomyelitis,0
ALB,Albania,1988,ttetanus,Total tetanus,5
ALB,Albania,1988,yfever,Yellow fever,
ALB,Albania,1987,diphtheria,Diphtheria,4
ALB,Albania,1987,measles,Measles,0
ALB,Albania,1987,ntetanus,Neonatal tetanus,0
ALB,Albania,1987,pertussis,Pertussis,112
ALB,Albania,1987,poliomyelitis,Poliomyelitis,0
ALB,Albania,1987,ttetanus,Total tetanus,6
ALB,Albania,1987,yfever,Yellow fever,
ALB,Albania,1986,diphtheria,Diphtheria,4
ALB,Albania,1986,measles,Measles,0
ALB,Albania,1986,ntetanus,Neonatal tetanus,0
ALB,Albania,1986,pertussis,Pertussis,115
ALB,Albania,1986,poliomyelitis,Poliomyelitis,0
ALB,Albania,1986,ttetanus,Total tetanus,5
ALB,Albania,1986,yfever,Yellow fever,
ALB,Albania,1985,diphtheria,Diphtheria,3
ALB,Albania,1985,measles,Measles,0
ALB,Albania,1985,ntetanus,Neonatal tetanus,0
ALB,Albania,1985,pertussis,Pertussis,172
ALB,Albania,1985,poliomyelitis,Poliomyelitis,1
ALB,Albania,1985,ttetanus,Total tetanus,4
ALB,Albania,1985,yfever,Yellow fever,
ALB,Albania,1984,diphtheria,Diphtheria,3
ALB,Albania,1984,measles,Measles,0
ALB,Albania,1984,ntetanus,Neonatal tetanus,0
ALB,Albania,1984,pertussis,Pertussis,89
ALB,Albania,1984,poliomyelitis,Poliomyelitis,0
ALB,Albania,1984,ttetanus,Total tetanus,2
ALB,Albania,1984,yfever,Yellow fever,
ALB,Albania,1983,diphtheria,Diphtheria,1
ALB,Albania,1983,measles,Measles,17
ALB,Albania,1983,ntetanus,Neonatal tetanus,0
ALB,Albania,1983,pertussis,Pertussis,126
ALB,Albania,1983,poliomyelitis,Poliomyelitis,0
ALB,Albania,1983,ttetanus,Total tetanus,4
ALB,Albania,1983,yfever,Yellow fever,
ALB,Albania,1982,diphtheria,Diphtheria,2
ALB,Albania,1982,measles,Measles,3
ALB,Albania,1982,ntetanus,Neonatal tetanus,0
ALB,Albania,1982,pertussis,Pertussis,312
ALB,Albania,1982,poliomyelitis,Poliomyelitis,0
ALB,Albania,1982,ttetanus,Total tetanus,1
ALB,Albania,1982,yfever,Yellow fever,
ALB,Albania,1981,diphtheria,Diphtheria,6
ALB,Albania,1981,measles,Measles,
ALB,Albania,1981,ntetanus,Neonatal tetanus,0
ALB,Albania,1981,pertussis,Pertussis,280
ALB,Albania,1981,poliomyelitis,Poliomyelitis,1
ALB,Albania,1981,ttetanus,Total tetanus,3
ALB,Albania,1981,yfever,Yellow fever,
ALB,Albania,1980,diphtheria,Diphtheria,3
ALB,Albania,1980,measles,Measles,
ALB,Albania,1980,ntetanus,Neonatal tetanus,0
ALB,Albania,1980,pertussis,Pertussis,137
ALB,Albania,1980,poliomyelitis,Poliomyelitis,1
ALB,Albania,1980,ttetanus,Total tetanus,5
ALB,Albania,1980,yfever,Yellow fever,
AND,Andorra,2023,crs,Congenital rubella syndrome,0
AND,Andorra,2023,diphtheria,Diphtheria,0
AND,Andorra,2023,invasive_mening,Invasive meningococcal disease,1
AND,Andorra,2023,measles,Measles,0
AND,Andorra,2023,mumps,Mumps,0
AND,Andorra,2023,ntetanus,Neonatal tetanus,0
AND,Andorra,2023,pertussis,Pertussis,14
AND,Andorra,2023,poliomyelitis,Poliomyelitis,
AND,Andorra,2023,rubella,Rubella,0
AND,Andorra,2023,ttetanus,Total tetanus,0
AND,Andorra,2023,typhoid,Typhoid,0
AND,Andorra,2023,yfever,Yellow fever,0
AND,Andorra,2022,crs,Congenital rubella syndrome,0
AND,Andorra,2022,diphtheria,Diphtheria,0
AND,Andorra,2022,invasive_mening,Invasive meningococcal disease,1
AND,Andorra,2022,measles,Measles,0
AND,Andorra,2022,mumps,Mumps,0
AND,Andorra,2022,ntetanus,Neonatal tetanus,0
AND,Andorra,2022,pertussis,Pertussis,0
AND,Andorra,2022,poliomyelitis,Poliomyelitis,0
AND,Andorra,2022,rubella,Rubella,0
AND,Andorra,2022,ttetanus,Total tetanus,0
AND,Andorra,2022,typhoid,Typhoid,0
AND,Andorra,2022,yfever,Yellow fever,0
AND,Andorra,2021,crs,Congenital rubella syndrome,0
AND,Andorra,2021,diphtheria,Diphtheria,0
AND,Andorra,2021,invasive_mening,Invasive meningococcal disease,0
AND,Andorra,2021,japenc,Japanese encephalitis,0
AND,Andorra,2021,measles,Measles,0
AND,Andorra,2021,mumps,Mumps,0
AND,Andorra,2021,ntetanus,Neonatal tetanus,0
AND,Andorra,2021,pertussis,Pertussis,0
AND,Andorra,2021,poliomyelitis,Poliomyelitis,0
AND,Andorra,2021,rubella,Rubella,0
AND,Andorra,2021,ttetanus,Total tetanus,0
AND,Andorra,2021,typhoid,Typhoid,0
AND,Andorra,2021,yfever,Yellow fever,0
AND,Andorra,2020,crs,Congenital rubella syndrome,0
AND,Andorra,2020,diphtheria,Diphtheria,0
AND,Andorra,2020,invasive_mening,Invasive meningococcal disease,0
AND,Andorra,2020,japenc,Japanese encephalitis,0
AND,Andorra,2020,measles,Measles,0
AND,Andorra,2020,mumps,Mumps,125
AND,Andorra,2020,ntetanus,Neonatal tetanus,0
AND,Andorra,2020,pertussis,Pertussis,0
AND,Andorra,2020,poliomyelitis,Poliomyelitis,0
AND,Andorra,2020,rubella,Rubella,1
AND,Andorra,2020,ttetanus,Total tetanus,0
AND,Andorra,2020,typhoid,Typhoid,0
AND,Andorra,2020,yfever,Yellow fever,0
AND,Andorra,2019,crs,Congenital rubella syndrome,0
AND,Andorra,2019,diphtheria,Diphtheria,0
AND,Andorra,2019,japenc,Japanese encephalitis,0
AND,Andorra,2019,measles,Measles,0
AND,Andorra,2019,mumps,Mumps,20
AND,Andorra,2019,ntetanus,Neonatal tetanus,0
AND,Andorra,2019,pertussis,Pertussis,1
AND,Andorra,2019,poliomyelitis,Poliomyelitis,0
AND,Andorra,2019,rubella,Rubella,0
AND,Andorra,2019,ttetanus,Total tetanus,0
AND,Andorra,2019,typhoid,Typhoid,0
AND,Andorra,2019,yfever,Yellow fever,0
AND,Andorra,2018,crs,Congenital rubella syndrome,0
AND,Andorra,2018,diphtheria,Diphtheria,0
AND,Andorra,2018,japenc,Japanese encephalitis,0
AND,Andorra,2018,measles,Measles,0
AND,Andorra,2018,mumps,Mumps,31
AND,Andorra,2018,ntetanus,Neonatal tetanus,0
AND,Andorra,2018,pertussis,Pertussis,2
AND,Andorra,2018,poliomyelitis,Poliomyelitis,0
AND,Andorra,2018,rubella,Rubella,0
AND,Andorra,2018,ttetanus,Total tetanus,0
AND,Andorra,2018,typhoid,Typhoid,0
AND,Andorra,2018,yfever,Yellow fever,0
AND,Andorra,2017,crs,Congenital rubella syndrome,0
AND,Andorra,2017,diphtheria,Diphtheria,0
AND,Andorra,2017,japenc,Japanese encephalitis,0
AND,Andorra,2017,measles,Measles,0
AND,Andorra,2017,mumps,Mumps,5
AND,Andorra,2017,ntetanus,Neonatal tetanus,
AND,Andorra,2017,pertussis,Pertussis,0
AND,Andorra,2017,poliomyelitis,Poliomyelitis,0
AND,Andorra,2017,rubella,Rubella,0
AND,Andorra,2017,ttetanus,Total tetanus,0
AND,Andorra,2017,yfever,Yellow fever,0
AND,Andorra,2016,crs,Congenital rubella syndrome,0
AND,Andorra,2016,diphtheria,Diphtheria,0
AND,Andorra,2016,japenc,Japanese encephalitis,0
AND,Andorra,2016,measles,Measles,0
AND,Andorra,2016,mumps,Mumps,7
AND,Andorra,2016,ntetanus,Neonatal tetanus,
AND,Andorra,2016,pertussis,Pertussis,6
AND,Andorra,2016,poliomyelitis,Poliomyelitis,0
AND,Andorra,2016,rubella,Rubella,0
AND,Andorra,2016,ttetanus,Total tetanus,0
AND,Andorra,2016,yfever,Yellow fever,0
AND,Andorra,2015,crs,Congenital rubella syndrome,0
AND,Andorra,2015,diphtheria,Diphtheria,0
AND,Andorra,2015,japenc,Japanese encephalitis,
AND,Andorra,2015,measles,Measles,0
AND,Andorra,2015,mumps,Mumps,3
AND,Andorra,2015,ntetanus,Neonatal tetanus,
AND,Andorra,2015,pertussis,Pertussis,22
AND,Andorra,2015,poliomyelitis,Poliomyelitis,0
AND,Andorra,2015,rubella,Rubella,0
AND,Andorra,2015,ttetanus,Total tetanus,0
AND,Andorra,2015,yfever,Yellow fever,
AND,Andorra,2014,crs,Congenital rubella syndrome,0
AND,Andorra,2014,diphtheria,Diphtheria,0
AND,Andorra,2014,japenc,Japanese encephalitis,
AND,Andorra,2014,measles,Measles,0
AND,Andorra,2014,mumps,Mumps,3
AND,Andorra,2014,ntetanus,Neonatal tetanus,
AND,Andorra,2014,pertussis,Pertussis,1
AND,Andorra,2014,poliomyelitis,Poliomyelitis,22
AND,Andorra,2014,rubella,Rubella,0
AND,Andorra,2014,ttetanus,Total tetanus,0
AND,Andorra,2014,yfever,Yellow fever,
AND,Andorra,2013,crs,Congenital rubella syndrome,0
AND,Andorra,2013,diphtheria,Diphtheria,0
AND,Andorra,2013,japenc,Japanese encephalitis,
AND,Andorra,2013,measles,Measles,0
AND,Andorra,2013,mumps,Mumps,2
AND,Andorra,2013,ntetanus,Neonatal tetanus,0
AND,Andorra,2013,pertussis,Pertussis,6
AND,Andorra,2013,poliomyelitis,Poliomyelitis,0
AND,Andorra,2013,rubella,Rubella,0
AND,Andorra,2013,ttetanus,Total tetanus,0
AND,Andorra,2013,yfever,Yellow fever,0
AND,Andorra,2012,crs,Congenital rubella syndrome,0
AND,Andorra,2012,diphtheria,Diphtheria,0
AND,Andorra,2012,japenc,Japanese encephalitis,
AND,Andorra,2012,measles,Measles,0
AND,Andorra,2012,mumps,Mumps,1
AND,Andorra,2012,ntetanus,Neonatal tetanus,0
AND,Andorra,2012,pertussis,Pertussis,3
AND,Andorra,2012,poliomyelitis,Poliomyelitis,0
AND,Andorra,2012,rubella,Rubella,0
AND,Andorra,2012,ttetanus,Total tetanus,0
AND,Andorra,2012,yfever,Yellow fever,0
AND,Andorra,2011,crs,Congenital rubella syndrome,0
AND,Andorra,2011,diphtheria,Diphtheria,0
AND,Andorra,2011,japenc,Japanese encephalitis,
AND,Andorra,2011,measles,Measles,0
AND,Andorra,2011,mumps,Mumps,0
AND,Andorra,2011,ntetanus,Neonatal tetanus,0
AND,Andorra,2011,pertussis,Pertussis,4
AND,Andorra,2011,poliomyelitis,Poliomyelitis,0
AND,Andorra,2011,rubella,Rubella,0
AND,Andorra,2011,ttetanus,Total tetanus,0
AND,Andorra,2011,yfever,Yellow fever,0
AND,Andorra,2010,crs,Congenital rubella syndrome,0
AND,Andorra,2010,diphtheria,Diphtheria,0
AND,Andorra,2010,japenc,Japanese encephalitis,
AND,Andorra,2010,measles,Measles,0
AND,Andorra,2010,mumps,Mumps,0
AND,Andorra,2010,ntetanus,Neonatal tetanus,0
AND,Andorra,2010,pertussis,Pertussis,0
AND,Andorra,2010,poliomyelitis,Poliomyelitis,0
AND,Andorra,2010,rubella,Rubella,0
AND,Andorra,2010,ttetanus,Total tetanus,0
AND,Andorra,2010,yfever,Yellow fever,0
AND,Andorra,2009,crs,Congenital rubella syndrome,0
AND,Andorra,2009,diphtheria,Diphtheria,0
AND,Andorra,2009,japenc,Japanese encephalitis,
AND,Andorra,2009,measles,Measles,0
AND,Andorra,2009,mumps,Mumps,0
AND,Andorra,2009,ntetanus,Neonatal tetanus,0
AND,Andorra,2009,pertussis,Pertussis,0
AND,Andorra,2009,poliomyelitis,Poliomyelitis,0
AND,Andorra,2009,rubella,Rubella,0
AND,Andorra,2009,ttetanus,Total tetanus,0
AND,Andorra,2009,yfever,Yellow fever,0
AND,Andorra,2008,crs,Congenital rubella syndrome,0
AND,Andorra,2008,diphtheria,Diphtheria,0
AND,Andorra,2008,japenc,Japanese encephalitis,
AND,Andorra,2008,measles,Measles,0
AND,Andorra,2008,mumps,Mumps,0
AND,Andorra,2008,ntetanus,Neonatal tetanus,0
AND,Andorra,2008,pertussis,Pertussis,0
AND,Andorra,2008,poliomyelitis,Poliomyelitis,0
AND,Andorra,2008,rubella,Rubella,0
AND,Andorra,2008,ttetanus,Total tetanus,0
AND,Andorra,2008,yfever,Yellow fever,0
AND,Andorra,2007,crs,Congenital rubella syndrome,0
AND,Andorra,2007,diphtheria,Diphtheria,0
AND,Andorra,2007,japenc,Japanese encephalitis,
AND,Andorra,2007,measles,Measles,0
AND,Andorra,2007,mumps,Mumps,4
AND,Andorra,2007,ntetanus,Neonatal tetanus,0
AND,Andorra,2007,pertussis,Pertussis,
AND,Andorra,2007,poliomyelitis,Poliomyelitis,0
AND,Andorra,2007,rubella,Rubella,0
AND,Andorra,2007,ttetanus,Total tetanus,0
AND,Andorra,2007,yfever,Yellow fever,0
AND,Andorra,2006,crs,Congenital rubella syndrome,0
AND,Andorra,2006,diphtheria,Diphtheria,0
AND,Andorra,2006,japenc,Japanese encephalitis,
AND,Andorra,2006,measles,Measles,0
AND,Andorra,2006,mumps,Mumps,3
AND,Andorra,2006,ntetanus,Neonatal tetanus,0
AND,Andorra,2006,pertussis,Pertussis,
AND,Andorra,2006,poliomyelitis,Poliomyelitis,0
AND,Andorra,2006,rubella,Rubella,22
AND,Andorra,2006,ttetanus,Total tetanus,0
AND,Andorra,2006,yfever,Yellow fever,0
AND,Andorra,2005,crs,Congenital rubella syndrome,0
AND,Andorra,2005,diphtheria,Diphtheria,0
AND,Andorra,2005,measles,Measles,0
AND,Andorra,2005,mumps,Mumps,1
AND,Andorra,2005,ntetanus,Neonatal tetanus,0
AND,Andorra,2005,pertussis,Pertussis,
AND,Andorra,2005,poliomyelitis,Poliomyelitis,0
AND,Andorra,2005,rubella,Rubella,0
AND,Andorra,2005,ttetanus,Total tetanus,0
AND,Andorra,2005,yfever,Yellow fever,0
AND,Andorra,2004,crs,Congenital rubella syndrome,0
AND,Andorra,2004,diphtheria,Diphtheria,0
AND,Andorra,2004,measles,Measles,0
AND,Andorra,2004,mumps,Mumps,2
AND,Andorra,2004,ntetanus,Neonatal tetanus,0
AND,Andorra,2004,pertussis,Pertussis,0
AND,Andorra,2004,poliomyelitis,Poliomyelitis,0
AND,Andorra,2004,rubella,Rubella,0
AND,Andorra,2004,ttetanus,Total tetanus,0
AND,Andorra,2004,yfever,Yellow fever,0
AND,Andorra,2003,crs,Congenital rubella syndrome,0
AND,Andorra,2003,diphtheria,Diphtheria,0
AND,Andorra,2003,measles,Measles,0
AND,Andorra,2003,mumps,Mumps,1
AND,Andorra,2003,ntetanus,Neonatal tetanus,0
AND,Andorra,2003,pertussis,Pertussis,0
AND,Andorra,2003,poliomyelitis,Poliomyelitis,0
AND,Andorra,2003,rubella,Rubella,0
AND,Andorra,2003,ttetanus,Total tetanus,0
AND,Andorra,2003,yfever,Yellow fever,0
AND,Andorra,2002,crs,Congenital rubella syndrome,
AND,Andorra,2002,diphtheria,Diphtheria,0
AND,Andorra,2002,measles,Measles,1
AND,Andorra,2002,mumps,Mumps,
AND,Andorra,2002,ntetanus,Neonatal tetanus,0
AND,Andorra,2002,pertussis,Pertussis,0
AND,Andorra,2002,poliomyelitis,Poliomyelitis,0
AND,Andorra,2002,rubella,Rubella,
AND,Andorra,2002,ttetanus,Total tetanus,0
AND,Andorra,2002,yfever,Yellow fever,0
