age,status,value,iso,disease,R0,prop
10,Vaccine and exposure protected,0,NGA,measles,14,0
10,Vaccine protected,4963646,NGA,measles,14,0.735457327727319
11,Exposure protected,5294,NGA,measles,14,0.000799854654292137
11,Susceptible,1757795,NGA,measles,14,0.265579998496684
11,Vaccine and exposure protected,0,NGA,measles,14,0
11,Vaccine protected,4855613.5,NGA,measles,14,0.733620146849024
12,Exposure protected,5833,NGA,measles,14,0.000900928591253811
12,Susceptible,1728423,NGA,measles,14,0.266961374675242
12,Vaccine and exposure protected,0,NGA,measles,14,0
12,Vaccine protected,4740175,NGA,measles,14,0.732137696733505
13,Exposure protected,6400.5,NGA,measles,14,0.00101288502746089
13,Susceptible,1717891,NGA,measles,14,0.271857834967551
13,Vaccine and exposure protected,0,NGA,measles,14,0
13,Vaccine protected,4594787,NGA,measles,14,0.727129280004988
14,Exposure protected,7161.5,NGA,measles,14,0.00116304194868113
14,Susceptible,1744018,NGA,measles,14,0.283232017490046
14,Vaccine and exposure protected,0,NGA,measles,14,0
14,Vaccine protected,4406380,NGA,measles,14,0.715604940561273
15,Exposure protected,7914,NGA,measles,14,0.00132292688797915
15,Susceptible,1814615,NGA,measles,14,0.303336236395033
15,Vaccine and exposure protected,0,NGA,measles,14,0
15,Vaccine protected,4159661,NGA,measles,14,0.695340836716988
16,Exposure protected,8896.5,NGA,measles,14,0.00153277069429955
16,Susceptible,1927797.5,NGA,measles,14,0.332138651440898
16,Vaccine and exposure protected,0,NGA,measles,14,0
16,Vaccine protected,3867501,NGA,measles,14,0.666328577864803
17,Exposure protected,10079,NGA,measles,14,0.00179316127536661
17,Susceptible,2074617,NGA,measles,14,0.369096424805759
17,Vaccine and exposure protected,0,NGA,measles,14,0
17,Vaccine protected,3536103.5,NGA,measles,14,0.629110413918874
18,Exposure protected,11487.5,NGA,measles,14,0.00211412463461761
18,Susceptible,2232078,NGA,measles,14,0.410784860603961
18,Vaccine and exposure protected,0,NGA,measles,14,0
18,Vaccine protected,3190125.5,NGA,measles,14,0.587101014761421
19,Exposure protected,13250.5,NGA,measles,14,0.00252552903786597
19,Susceptible,2387782.5,NGA,measles,14,0.455108414011411
19,Vaccine and exposure protected,0,NGA,measles,14,0
19,Vaccine protected,2845590.5,NGA,measles,14,0.542366056950723
20,Exposure protected,15134.5,NGA,measles,14,0.00299178925879555
20,Susceptible,2520509.5,NGA,measles,14,0.498254534262259
20,Vaccine and exposure protected,1,NGA,measles,14,0.000000197680085816879
20,Vaccine protected,2523033.5,NGA,measles,14,0.49875347879886
21,Exposure protected,17159.5,NGA,measles,14,0.00352043615289642
21,Susceptible,2621970.5,NGA,measles,14,0.537922418487014
21,Vaccine and exposure protected,0.5,NGA,measles,14,0.000000102579799903739
21,Vaccine protected,2235123.5,NGA,measles,14,0.45855704278029
22,Exposure protected,19514.5,NGA,measles,14,0.00415916131767908
22,Susceptible,2685795.5,NGA,measles,14,0.572428540356994
22,Vaccine and exposure protected,1,NGA,measles,14,0.000000213131841332296
22,Vaccine protected,1986620.5,NGA,measles,14,0.423412085193486
23,Exposure protected,21810.5,NGA,measles,14,0.00482851258766145
23,Susceptible,2710227,NGA,measles,14,0.600002988694433
23,Vaccine and exposure protected,2.5,NGA,measles,14,0.00000055346193205812
23,Vaccine protected,1784982.5,NGA,measles,14,0.395167945255973
24,Exposure protected,24305,NGA,measles,14,0.00558319716082766
24,Susceptible,2706817.5,NGA,measles,14,0.621793695983486
24,Vaccine and exposure protected,5.5,NGA,measles,14,0.00000126342663585897
24,Vaccine protected,1622112.5,NGA,measles,14,0.37262184342905
25,Exposure protected,26720,NGA,measles,14,0.00637180837263251
25,Susceptible,2672436.5,NGA,measles,14,0.637284927620835
25,Vaccine and exposure protected,9,NGA,measles,14,0.00000214619293988371
25,Vaccine protected,1494306.5,NGA,measles,14,0.356341117813592
26,Exposure protected,28998,NGA,measles,14,0.00717863253956937
26,Susceptible,2615622.5,NGA,measles,14,0.647513372981923
26,Vaccine and exposure protected,20.5,NGA,measles,14,0.00000507490058145983
26,Vaccine protected,1394847,NGA,measles,14,0.345302919577927
27,Exposure protected,31372.5,NGA,measles,14,0.00804960955961856
27,Susceptible,2550324,NGA,measles,14,0.654366481808101
27,Vaccine and exposure protected,36,NGA,measles,14,0.00000923694140238323
27,Vaccine protected,1315661.5,NGA,measles,14,0.337574671690879
28,Exposure protected,33561.5,NGA,measles,14,0.00892208913236561
28,Susceptible,2477207,NGA,measles,14,0.658548087937667
28,Vaccine and exposure protected,78.5,NGA,measles,14,0.0000208686738343251
28,Vaccine protected,1250772,NGA,measles,14,0.332508954256133
29,Exposure protected,36079,NGA,measles,14,0.00993482978559944
29,Susceptible,2400842.5,NGA,measles,14,0.661103732906484
29,Vaccine and exposure protected,170,NGA,measles,14,0.0000468117482067658
29,Vaccine protected,1194475.5,NGA,measles,14,0.32891462555971
30,Exposure protected,38690,NGA,measles,14,0.0110341625544044
30,Susceptible,2325636,NGA,measles,14,0.663257835781202
30,Vaccine and exposure protected,268.5,NGA,measles,14,0.0000765746354576782
30,Vaccine protected,1141788.5,NGA,measles,14,0.325631427028936
31,Exposure protected,41667.5,NGA,measles,14,0.0123021012848156
31,Susceptible,2254679,NGA,measles,14,0.665681632513272
31,Vaccine and exposure protected,373,NGA,measles,14,0.000110126208177506
31,Vaccine protected,1090303.5,NGA,measles,14,0.321906139993735
32,Exposure protected,45251,NGA,measles,14,0.0138178797886293
32,Susceptible,2190545.5,NGA,measles,14,0.668906640527786
32,Vaccine and exposure protected,605.5,NGA,measles,14,0.000184895940686726
32,Vaccine protected,1038413,NGA,measles,14,0.317090583742898
33,Exposure protected,50220.5,NGA,measles,14,0.0158458981240688
33,Susceptible,2129953.5,NGA,measles,14,0.672056753118822
33,Vaccine and exposure protected,924,NGA,measles,14,0.0002915464773676
33,Vaccine protected,988208,NGA,measles,14,0.311805802279742
34,Exposure protected,56443,NGA,measles,14,0.0184155567293961
34,Susceptible,2069450,NGA,measles,14,0.675195752770914
34,Vaccine and exposure protected,1334,NGA,measles,14,0.000435241795741091
34,Vaccine protected,937736,NGA,measles,14,0.305953448703948
35,Exposure protected,64555,NGA,measles,14,0.0217598458625619
35,Susceptible,2010598,NGA,measles,14,0.677721362738367
35,Vaccine and exposure protected,1897.5,NGA,measles,14,0.000639598908283034
35,Vaccine protected,889652.5,NGA,measles,14,0.299879192490789
36,Exposure protected,74567.5,NGA,measles,14,0.0259776477438979
36,Susceptible,1949904,NGA,measles,14,0.679302903361618
36,Vaccine and exposure protected,2642,NGA,measles,14,0.000920413656611502
36,Vaccine protected,843335,NGA,measles,14,0.293799035237873
37,Exposure protected,87525,NGA,measles,14,0.0315077270878257
37,Susceptible,1886390,NGA,measles,14,0.679072965452196
37,Vaccine and exposure protected,3617,NGA,measles,14,0.00130206739647718
37,Vaccine protected,800358,NGA,measles,14,0.288117240063501
38,Exposure protected,103350.5,NGA,measles,14,0.0384764229273696
38,Susceptible,1815978,NGA,measles,14,0.676071596700537
38,Vaccine and exposure protected,4754,NGA,measles,14,0.00176986966291131
38,Vaccine protected,761991,NGA,measles,14,0.283682110709182
39,Exposure protected,122523,NGA,measles,14,0.0471492017118297
39,Susceptible,1740717,NGA,measles,14,0.669861307315451
39,Vaccine and exposure protected,6131.5,NGA,measles,14,0.00235951886826215
39,Vaccine protected,729251.5,NGA,measles,14,0.280629972104457
40,Exposure protected,145874.5,NGA,measles,14,0.0580765613939537
40,Susceptible,1656924,NGA,measles,14,0.659666003387264
40,Vaccine and exposure protected,7783,NGA,measles,14,0.00309862160507246
40,Vaccine protected,701180.5,NGA,measles,14,0.27915881361371
41,Exposure protected,172261.5,NGA,measles,14,0.0709432829329887
41,Susceptible,1568912.5,NGA,measles,14,0.646132788722975
41,Vaccine and exposure protected,9654,NGA,measles,14,0.00397585330114432
41,Vaccine protected,677330,NGA,measles,14,0.278948075042893
42,Exposure protected,202756,NGA,measles,14,0.086444146902524
42,Susceptible,1475736.5,NGA,measles,14,0.629173897667228
42,Vaccine and exposure protected,11491.5,NGA,measles,14,0.00489935150688687
42,Vaccine protected,655530.5,NGA,measles,14,0.279482603923361
43,Exposure protected,237032,NGA,measles,14,0.104780159350433
43,Susceptible,1376178,NGA,measles,14,0.608340435614433
43,Vaccine and exposure protected,13381,NGA,measles,14,0.00591508029408748
43,Vaccine protected,635593,NGA,measles,14,0.280964324741047
44,Exposure protected,274556.5,NGA,measles,14,0.125860932806614
44,Susceptible,1274300,NGA,measles,14,0.584158767595989
44,Vaccine and exposure protected,15288.5,NGA,measles,14,0.00700848412335501
44,Vaccine protected,617282.5,NGA,measles,14,0.282971815474042
45,Exposure protected,315598,NGA,measles,14,0.150228497755483
45,Susceptible,1169243,NGA,measles,14,0.55657393076355
45,Vaccine and exposure protected,17197.5,NGA,measles,14,0.00818621978006808
45,Vaccine protected,598748,NGA,measles,14,0.285011351700899
46,Exposure protected,359415.5,NGA,measles,14,0.178070657411091
46,Susceptible,1063519.5,NGA,measles,14,0.526915551873848
46,Vaccine and exposure protected,18862,NGA,measles,14,0.00934508595229755
46,Vaccine protected,576590,NGA,measles,14,0.285668704762764
47,Exposure protected,406224,NGA,measles,14,0.209786081965118
47,Susceptible,959124.5,NGA,measles,14,0.495320244426111
47,Vaccine and exposure protected,20294,NGA,measles,14,0.0104804215098076
47,Vaccine protected,550730,NGA,measles,14,0.284413252098963
48,Exposure protected,452885,NGA,measles,14,0.244034653098559
48,Susceptible,858427,NGA,measles,14,0.462558784582038
48,Vaccine and exposure protected,21347,NGA,measles,14,0.0115027164505226
48,Vaccine protected,523163.5,NGA,measles,14,0.28190384586888
49,Exposure protected,500833.5,NGA,measles,14,0.281348562665105
49,Susceptible,763259.5,NGA,measles,14,0.428769168327372
49,Vaccine and exposure protected,22411,NGA,measles,14,0.0125896183819327
49,Vaccine protected,493613.5,NGA,measles,14,0.277292650625591
50,Exposure protected,546505,NGA,measles,14,0.321016081495633
50,Susceptible,672227,NGA,measles,14,0.394864964484433
50,Vaccine and exposure protected,22936.5,NGA,measles,14,0.0134728599980322
50,Vaccine protected,460754,NGA,measles,14,0.270646094021901
51,Exposure protected,590562.5,NGA,measles,14,0.363372651979679
51,Susceptible,587028,NGA,measles,14,0.361197876848474
51,Vaccine and exposure protected,23118.5,NGA,measles,14,0.0142247952668722
51,Vaccine protected,424516.5,NGA,measles,14,0.261204675904974
52,Exposure protected,633269.5,NGA,measles,14,0.408531184500743
52,Susceptible,508517.5,NGA,measles,14,0.32805189041057
52,Vaccine and exposure protected,22634.5,NGA,measles,14,0.0146018387046622
52,Vaccine protected,385691.5,NGA,measles,14,0.248815086384025
53,Exposure protected,670961,NGA,measles,14,0.454320835511401
53,Susceptible,436626.5,NGA,measles,14,0.29564835554737
53,Vaccine and exposure protected,21994.5,NGA,measles,14,0.0148929067660498
53,Vaccine protected,347262,NGA,measles,14,0.235137902175179
54,Exposure protected,703431,NGA,measles,14,0.500293021952465
54,Susceptible,373204,NGA,measles,14,0.265429526086777
54,Vaccine and exposure protected,20724,NGA,measles,14,0.0147392886963226
54,Vaccine protected,308679,NGA,measles,14,0.219538163264435
55,Exposure protected,731492.5,NGA,measles,14,0.547188067811622
55,Susceptible,315328,NGA,measles,14,0.23587899950704
55,Vaccine and exposure protected,19444.5,NGA,measles,14,0.0145453280581319
55,Vaccine protected,270556,NGA,measles,14,0.202387604623207
56,Exposure protected,753537,NGA,measles,14,0.593097813831527
56,Susceptible,263649,NGA,measles,14,0.207514223613264
56,Vaccine and exposure protected,17833,NGA,measles,14,0.0140360902172788
56,Vaccine protected,235491.5,NGA,measles,14,0.18535187233793
57,Exposure protected,770411.5,NGA,measles,14,0.638596550850931
57,Susceptible,218698.5,NGA,measles,14,0.181279884550364
57,Vaccine and exposure protected,16128.5,NGA,measles,14,0.0133689651185104
57,Vaccine protected,201175,NGA,measles,14,0.166754599480195
58,Exposure protected,780726.5,NGA,measles,14,0.682280576724684
58,Susceptible,179398,NGA,measles,14,0.156776759727324
58,Vaccine and exposure protected,14278.5,NGA,measles,14,0.0124780486057069
58,Vaccine protected,169886.5,NGA,measles,14,0.148464614942285
59,Exposure protected,784179,NGA,measles,14,0.72347276225552
59,Susceptible,145454.5,NGA,measles,14,0.134194321573895
59,Vaccine and exposure protected,12642,NGA,measles,14,0.0116633353614854
59,Vaccine protected,141634,NGA,measles,14,0.130669580809099
60,Exposure protected,780436,NGA,measles,14,0.762256562121679
60,Susceptible,116339,NGA,measles,14,0.113629005044198
60,Vaccine and exposure protected,10912.5,NGA,measles,14,0.0106583047606118
60,Vaccine protected,116162,NGA,measles,14,0.113456128073511
61,Exposure protected,773473,NGA,measles,14,0.798002808325105
61,Susceptible,92135.5,NGA,measles,14,0.0950574716201312
61,Vaccine and exposure protected,9273.5,NGA,measles,14,0.0095675984074465
61,Vaccine protected,94379,NGA,measles,14,0.0973721216473169
62,Exposure protected,761287.5,NGA,measles,14,0.83102912634077
62,Susceptible,71120.5,NGA,measles,14,0.0776358563353776
62,Vaccine and exposure protected,7859.5,NGA,measles,14,0.0085795096050773
62,Vaccine protected,75810.5,NGA,measles,14,0.0827555077187751
63,Exposure protected,743754,NGA,measles,14,0.860115101573988
63,Susceptible,54581,NGA,measles,14,0.063120255298136
63,Vaccine and exposure protected,6497,NGA,measles,14,0.00751346253590058
63,Vaccine protected,59882.5,NGA,measles,14,0.0692511805919757
64,Exposure protected,722123,NGA,measles,14,0.885422324781839
64,Susceptible,41337,NGA,measles,14,0.0506848592822925
64,Vaccine and exposure protected,5300.5,NGA,measles,14,0.00649914354272906
64,Vaccine protected,46808.5,NGA,measles,14,0.057393672393139
65,Exposure protected,698031,NGA,measles,14,0.907824763787464
65,Susceptible,30575,NGA,measles,14,0.0397643401980739
65,Vaccine and exposure protected,4193.5,NGA,measles,14,0.00545385970958701
65,Vaccine protected,36105.5,NGA,measles,14,0.0469570363048751
66,Exposure protected,670113,NGA,measles,14,0.92699550552161
66,Susceptible,21951.5,NGA,measles,14,0.0303664334813048
66,Vaccine and exposure protected,3337,NGA,measles,14,0.00461621249240891
66,Vaccine protected,27485.5,NGA,measles,14,0.0380218485046764
67,Exposure protected,638417.5,NGA,measles,14,0.943122441532886
67,Susceptible,15498.5,NGA,measles,14,0.0228956492578876
67,Vaccine and exposure protected,2513,NGA,measles,14,0.00371240872246162
67,Vaccine protected,20490,NGA,measles,14,0.0302695004867643
68,Exposure protected,605412,NGA,measles,14,0.956506214639279
68,Susceptible,10704,NGA,measles,14,0.0169115288786791
68,Vaccine and exposure protected,1938,NGA,measles,14,0.00306189676446936
68,Vaccine protected,14887,NGA,measles,14,0.0235203597175724
69,Exposure protected,570102,NGA,measles,14,0.967641575004689
69,Susceptible,7010.5,NGA,measles,14,0.0118990132670476
69,Vaccine and exposure protected,1396,NGA,measles,14,0.00236944904369138
69,Vaccine protected,10658,NGA,measles,14,0.0180899626845722
70,Exposure protected,534886.5,NGA,measles,14,0.975542430053812
70,Susceptible,4623,NGA,measles,14,0.00843156941545314
70,Vaccine and exposure protected,1048,NGA,measles,14,0.0019113745938557
70,Vaccine protected,7739,NGA,measles,14,0.014114625936879
71,Exposure protected,498321.5,NGA,measles,14,0.981876558437656
71,Susceptible,2897.5,NGA,measles,14,0.00570914023993167
71,Vaccine and exposure protected,755.5,NGA,measles,14,0.00148861275281048
71,Vaccine protected,5545,NGA,measles,14,0.0109256885696018
72,Exposure protected,460853.5,NGA,measles,14,0.986812972685927
72,Susceptible,1757.5,NGA,measles,14,0.00376328659649003
72,Vaccine and exposure protected,562,NGA,measles,14,0.00120339520183636
72,Vaccine protected,3839,NGA,measles,14,0.00822034551574692
73,Exposure protected,424936.5,NGA,measles,14,0.990538362290513
73,Susceptible,960.5,NGA,measles,14,0.00223895122443009
73,Vaccine and exposure protected,394,NGA,measles,14,0.000918424552238893
73,Vaccine protected,2704.5,NGA,measles,14,0.00630426193281748
74,Exposure protected,388729,NGA,measles,14,0.99332805233301
74,Susceptible,495,NGA,measles,14,0.00126488475494455
74,Vaccine and exposure protected,268.5,NGA,measles,14,0.000686104154954771
74,Vaccine protected,1847.5,NGA,measles,14,0.00472095875709102
75,Exposure protected,354623.5,NGA,measles,14,0.995360345125205
75,Susceptible,257.5,NGA,measles,14,0.000722753254845605
75,Vaccine and exposure protected,178.5,NGA,measles,14,0.00050101536306773
75,Vaccine protected,1217,NGA,measles,14,0.00341588625688194
76,Exposure protected,319019,NGA,measles,14,0.996671191513491
76,Susceptible,116,NGA,measles,14,0.000362404302613841
76,Vaccine and exposure protected,124.5,NGA,measles,14,0.000388959790305373
76,Vaccine protected,825,NGA,measles,14,0.00257744439358982
77,Exposure protected,287392.5,NGA,measles,14,0.997689701379583
77,Susceptible,35,NGA,measles,14,0.000121503308361511
77,Vaccine and exposure protected,79.5,NGA,measles,14,0.000275986086135431
77,Vaccine protected,551,NGA,measles,14,0.00191280922591978
78,Exposure protected,256049,NGA,measles,14,0.998411036569555
78,Susceptible,6,NGA,measles,14,0.000023395780570974
78,Vaccine and exposure protected,51,NGA,measles,14,0.000198864134853279
78,Vaccine protected,350.5,NGA,measles,14,0.00136670351502107
79,Exposure protected,225563,NGA,measles,14,0.998824329081582
79,Susceptible,1,NGA,measles,14,0.00000442813905242253
79,Vaccine and exposure protected,34.5,NGA,measles,14,0.000152770797308577
79,Vaccine protected,230,NGA,measles,14,0.00101847198205718
80,Exposure protected,197205.5,NGA,measles,14,0.999224761031321
80,Susceptible,1,NGA,measles,14,0.00000506692136391389
80,Vaccine and exposure protected,19.5,NGA,measles,14,0.0000988049665963209
80,Vaccine protected,132.5,NGA,measles,14,0.000671367080718591
81,Exposure protected,170663,NGA,measles,14,0.999408540441779
81,Susceptible,0,NGA,measles,14,0
81,Vaccine and exposure protected,12,NGA,measles,14,0.0000702724227588953
81,Vaccine protected,89,NGA,measles,14,0.000521187135461807
82,Exposure protected,145463.5,NGA,measles,14,0.99957052348034
82,Susceptible,0,NGA,measles,14,0
82,Vaccine and exposure protected,7,NGA,measles,14,0.0000481013702018883
82,Vaccine protected,55.5,NGA,measles,14,0.000381375149457829
83,Exposure protected,123252.5,NGA,measles,14,0.999708001962876
83,Susceptible,0,NGA,measles,14,0
83,Vaccine and exposure protected,2,NGA,measles,14,0.0000162221131735726
83,Vaccine protected,34,NGA,measles,14,0.000275775923950733
84,Exposure protected,102706.5,NGA,measles,14,0.999805308270018
84,Susceptible,0,NGA,measles,14,0
84,Vaccine and exposure protected,0,NGA,measles,14,0
84,Vaccine protected,20,NGA,measles,14,0.00019469172998204
85,Exposure protected,84993,NGA,measles,14,0.99989412013835
85,Susceptible,0,NGA,measles,14,0
85,Vaccine and exposure protected,0,NGA,measles,14,0
85,Vaccine protected,9,NGA,measles,14,0.000105879861650314
86,Exposure protected,69150.5,NGA,measles,14,0.99994215850017
86,Susceptible,0,NGA,measles,14,0
86,Vaccine and exposure protected,0,NGA,measles,14,0
86,Vaccine protected,4,NGA,measles,14,0.0000578414998300906
87,Exposure protected,55530,NGA,measles,14,1
87,Susceptible,0,NGA,measles,14,0
87,Vaccine and exposure protected,0,NGA,measles,14,0
87,Vaccine protected,0,NGA,measles,14,0
88,Exposure protected,43926,NGA,measles,14,1
88,Susceptible,0,NGA,measles,14,0
88,Vaccine and exposure protected,0,NGA,measles,14,0
88,Vaccine protected,0,NGA,measles,14,0
89,Exposure protected,34190,NGA,measles,14,1
89,Susceptible,0,NGA,measles,14,0
89,Vaccine and exposure protected,0,NGA,measles,14,0
89,Vaccine protected,0,NGA,measles,14,0
90,Exposure protected,26029,NGA,measles,14,1
90,Susceptible,0,NGA,measles,14,0
90,Vaccine and exposure protected,0,NGA,measles,14,0
90,Vaccine protected,0,NGA,measles,14,0
91,Exposure protected,19396.5,NGA,measles,14,1
91,Susceptible,0,NGA,measles,14,0
91,Vaccine and exposure protected,0,NGA,measles,14,0
91,Vaccine protected,0,NGA,measles,14,0
92,Exposure protected,14129,NGA,measles,14,1
92,Susceptible,0,NGA,measles,14,0
92,Vaccine and exposure protected,0,NGA,measles,14,0
92,Vaccine protected,0,NGA,measles,14,0
93,Exposure protected,10156.5,NGA,measles,14,1
93,Susceptible,0,NGA,measles,14,0
93,Vaccine and exposure protected,0,NGA,measles,14,0
93,Vaccine protected,0,NGA,measles,14,0
94,Exposure protected,7144,NGA,measles,14,1
94,Susceptible,0,NGA,measles,14,0
94,Vaccine and exposure protected,0,NGA,measles,14,0
94,Vaccine protected,0,NGA,measles,14,0
95,Exposure protected,4984.5,NGA,measles,14,1
95,Susceptible,0,NGA,measles,14,0
95,Vaccine and exposure protected,0,NGA,measles,14,0
95,Vaccine protected,0,NGA,measles,14,0
96,Exposure protected,3396,NGA,measles,14,1
96,Susceptible,0,NGA,measles,14,0
96,Vaccine and exposure protected,0,NGA,measles,14,0
96,Vaccine protected,0,NGA,measles,14,0
97,Exposure protected,2355.5,NGA,measles,14,1
97,Susceptible,0,NGA,measles,14,0
97,Vaccine and exposure protected,0,NGA,measles,14,0
97,Vaccine protected,0,NGA,measles,14,0
98,Exposure protected,1565.5,NGA,measles,14,1
98,Susceptible,0,NGA,measles,14,0
98,Vaccine and exposure protected,0,NGA,measles,14,0
98,Vaccine protected,0,NGA,measles,14,0
99,Exposure protected,1046,NGA,measles,14,1
99,Susceptible,0,NGA,measles,14,0
99,Vaccine and exposure protected,0,NGA,measles,14,0
99,Vaccine protected,0,NGA,measles,14,0
100,Exposure protected,629,NGA,measles,14,1
100,Susceptible,0,NGA,measles,14,0
100,Vaccine and exposure protected,0,NGA,measles,14,0
100,Vaccine protected,0,NGA,measles,14,0
101,Exposure protected,965,NGA,measles,14,1
101,Susceptible,0,NGA,measles,14,0
101,Vaccine and exposure protected,0,NGA,measles,14,0
101,Vaccine protected,0,NGA,measles,14,0
1,Exposure protected,570,NGA,measles,15,0.000118820413472109
1,Susceptible,1925017.5,NGA,measles,15,0.401283114545693
1,Vaccine and exposure protected,0,NGA,measles,15,0
1,Vaccine protected,2871568,NGA,measles,15,0.598598065040835
2,Exposure protected,1121.5,NGA,measles,15,0.000160472198924858
2,Susceptible,2690804.5,NGA,measles,15,0.385019451620065
2,Vaccine and exposure protected,0,NGA,measles,15,0
2,Vaccine protected,4296823.5,NGA,measles,15,0.614820076181011
3,Exposure protected,1611.5,NGA,measles,15,0.000218922557317057
3,Susceptible,2596270,NGA,measles,15,0.352703734337918
3,Vaccine and exposure protected,0,NGA,measles,15,0
3,Vaccine protected,4763169,NGA,measles,15,0.647077343104765
4,Exposure protected,2055.5,NGA,measles,15,0.00027980060174485
4,Susceptible,2340501,NGA,measles,15,0.318595761704901
4,Vaccine and exposure protected,0,NGA,measles,15,0
4,Vaccine protected,5003746.5,NGA,measles,15,0.681124437693354
5,Exposure protected,2464,NGA,measles,15,0.000339370333055345
5,Susceptible,2087026,NGA,measles,15,0.287449151264272
5,Vaccine and exposure protected,0,NGA,measles,15,0
5,Vaccine protected,5171015,NGA,measles,15,0.712211478402673
6,Exposure protected,2903,NGA,measles,15,0.000404748340782766
6,Susceptible,1880502.5,NGA,measles,15,0.262187484227642
6,Vaccine and exposure protected,0,NGA,measles,15,0
6,Vaccine protected,5288952.5,NGA,measles,15,0.737407767431576
7,Exposure protected,3363,NGA,measles,15,0.000474588622827925
7,Susceptible,1773511.5,NGA,measles,15,0.250279030732824
7,Vaccine and exposure protected,0,NGA,measles,15,0
7,Vaccine protected,5309262.5,NGA,measles,15,0.749246380644348
8,Exposure protected,3919.5,NGA,measles,15,0.000560746700865134
8,Susceptible,1763735,NGA,measles,15,0.252330292754271
8,Vaccine and exposure protected,0,NGA,measles,15,0
8,Vaccine protected,5222132.5,NGA,measles,15,0.747108960544864
9,Exposure protected,4416.5,NGA,measles,15,0.000641135959655977
9,Susceptible,1782404.5,NGA,measles,15,0.258748696841986
9,Vaccine and exposure protected,0,NGA,measles,15,0
9,Vaccine protected,5101733.5,NGA,measles,15,0.740610167198358
10,Exposure protected,4955,NGA,measles,15,0.000732163831520458
10,Susceptible,1783887,NGA,measles,15,0.263591834696173
10,Vaccine and exposure protected,0,NGA,measles,15,0
10,Vaccine protected,4978769,NGA,measles,15,0.735676001472307
11,Exposure protected,5442,NGA,measles,15,0.000820150689502282
11,Susceptible,1764276,NGA,measles,15,0.265889779101861
11,Vaccine and exposure protected,0,NGA,measles,15,0
11,Vaccine protected,4865648,NGA,measles,15,0.733290070208637
12,Exposure protected,5991,NGA,measles,15,0.000922787798776809
12,Susceptible,1735287.5,NGA,measles,15,0.267284615651796
12,Vaccine and exposure protected,0,NGA,measles,15,0
12,Vaccine protected,4751005,NGA,measles,15,0.731792596549427
13,Exposure protected,6436.5,NGA,measles,15,0.0010148983418439
13,Susceptible,1725239.5,NGA,measles,15,0.272033357854984
13,Vaccine and exposure protected,0,NGA,measles,15,0
13,Vaccine protected,4610338.5,NGA,measles,15,0.726951743803172
14,Exposure protected,6997.5,NGA,measles,15,0.00113214479836699
14,Susceptible,1750888,NGA,measles,15,0.283280992029037
14,Vaccine and exposure protected,0,NGA,measles,15,0
14,Vaccine protected,4422861,NGA,measles,15,0.715586863172596
15,Exposure protected,7813,NGA,measles,15,0.00130105329031348
15,Susceptible,1819625,NGA,measles,15,0.303011531215496
15,Vaccine and exposure protected,0,NGA,measles,15,0
15,Vaccine protected,4177696.5,NGA,measles,15,0.695687415494191
16,Exposure protected,8839.5,NGA,measles,15,0.00151815291481238
16,Susceptible,1932768.5,NGA,measles,15,0.331946165725725
16,Vaccine and exposure protected,0,NGA,measles,15,0
16,Vaccine protected,3880928,NGA,measles,15,0.666535681359463
17,Exposure protected,10044.5,NGA,measles,15,0.00178083425556004
17,Susceptible,2079929,NGA,measles,15,0.3687598996797
17,Vaccine and exposure protected,0,NGA,measles,15,0
17,Vaccine protected,3550360.5,NGA,measles,15,0.62945926606474
18,Exposure protected,11538.5,NGA,measles,15,0.00211617398091785
18,Susceptible,2239418,NGA,measles,15,0.41071179997392
18,Vaccine and exposure protected,0,NGA,measles,15,0
18,Vaccine protected,3201572.5,NGA,measles,15,0.587172026045162
19,Exposure protected,13169,NGA,measles,15,0.00250196258436453
19,Susceptible,2391353.5,NGA,measles,15,0.454330395853076
19,Vaccine and exposure protected,0,NGA,measles,15,0
19,Vaccine protected,2858945.5,NGA,measles,15,0.543167641562559
20,Exposure protected,15066,NGA,measles,15,0.00296658837020959
20,Susceptible,2524209,NGA,measles,15,0.497032328645851
20,Vaccine and exposure protected,0,NGA,measles,15,0
20,Vaccine protected,2539286,NGA,measles,15,0.50000108298394
21,Exposure protected,16902.5,NGA,measles,15,0.00345661430125214
21,Susceptible,2626881.5,NGA,measles,15,0.537205511645891
21,Vaccine and exposure protected,0,NGA,measles,15,0
21,Vaccine protected,2246116.5,NGA,measles,15,0.459337874052857
22,Exposure protected,19148.5,NGA,measles,15,0.00406471706291741
22,Susceptible,2695202,NGA,measles,15,0.572119672946138
22,Vaccine and exposure protected,1,NGA,measles,15,0.000000212273392846302
22,Vaccine protected,1996554.5,NGA,measles,15,0.423815397717552
23,Exposure protected,21482.5,NGA,measles,15,0.00473314909689554
23,Susceptible,2725204.5,NGA,measles,15,0.600432874108259
23,Vaccine and exposure protected,2,NGA,measles,15,0.00000044065160916053
23,Vaccine protected,1792044,NGA,measles,15,0.394833536143236
24,Exposure protected,23962.5,NGA,measles,15,0.0054840063260888
24,Susceptible,2718189,NGA,measles,15,0.622078901262597
24,Vaccine and exposure protected,2,NGA,measles,15,0.000000457715707967766
24,Vaccine protected,1627371,NGA,measles,15,0.372436634695606
25,Exposure protected,26210.5,NGA,measles,15,0.00622984134529681
25,Susceptible,2682590,NGA,measles,15,0.637611266266564
