dim1,dim2,dim3,dim4,value,iso,disease,R0
33,2,1,2,0,NGA,pertussis,13
34,2,1,2,0,NGA,pertussis,13
35,2,1,2,0,NGA,pertussis,13
36,2,1,2,0,NGA,pertussis,13
37,2,1,2,0,NGA,pertussis,13
38,2,1,2,0,NGA,pertussis,13
39,2,1,2,0,NGA,pertussis,13
40,2,1,2,0,NGA,pertussis,13
41,2,1,2,0,NGA,pertussis,13
42,2,1,2,0,NGA,pertussis,13
43,2,1,2,0,NGA,pertussis,13
44,2,1,2,0,NGA,pertussis,13
45,2,1,2,0,NGA,pertussis,13
46,2,1,2,0,NGA,pertussis,13
47,2,1,2,0,NGA,pertussis,13
48,2,1,2,0,NGA,pertussis,13
49,2,1,2,0,NGA,pertussis,13
50,2,1,2,0,NGA,pertussis,13
51,2,1,2,0,NGA,pertussis,13
52,2,1,2,0,NGA,pertussis,13
53,2,1,2,0,NGA,pertussis,13
54,2,1,2,0,NGA,pertussis,13
55,2,1,2,0,NGA,pertussis,13
56,2,1,2,0,NGA,pertussis,13
57,2,1,2,0,NGA,pertussis,13
58,2,1,2,0,NGA,pertussis,13
59,2,1,2,0,NGA,pertussis,13
60,2,1,2,0,NGA,pertussis,13
61,2,1,2,0,NGA,pertussis,13
62,2,1,2,0,NGA,pertussis,13
63,2,1,2,0,NGA,pertussis,13
64,2,1,2,0,NGA,pertussis,13
65,2,1,2,0,NGA,pertussis,13
66,2,1,2,0,NGA,pertussis,13
67,2,1,2,0,NGA,pertussis,13
68,2,1,2,0,NGA,pertussis,13
69,2,1,2,0,NGA,pertussis,13
70,2,1,2,0,NGA,pertussis,13
71,2,1,2,0,NGA,pertussis,13
72,2,1,2,0,NGA,pertussis,13
73,2,1,2,0,NGA,pertussis,13
74,2,1,2,0,NGA,pertussis,13
75,2,1,2,0,NGA,pertussis,13
76,2,1,2,0,NGA,pertussis,13
77,2,1,2,0,NGA,pertussis,13
78,2,1,2,0,NGA,pertussis,13
79,2,1,2,0,NGA,pertussis,13
80,2,1,2,0,NGA,pertussis,13
81,2,1,2,0,NGA,pertussis,13
82,2,1,2,0,NGA,pertussis,13
83,2,1,2,0,NGA,pertussis,13
84,2,1,2,0,NGA,pertussis,13
85,2,1,2,0,NGA,pertussis,13
86,2,1,2,0,NGA,pertussis,13
87,2,1,2,0,NGA,pertussis,13
88,2,1,2,0,NGA,pertussis,13
89,2,1,2,0,NGA,pertussis,13
90,2,1,2,0,NGA,pertussis,13
91,2,1,2,0,NGA,pertussis,13
92,2,1,2,0,NGA,pertussis,13
93,2,1,2,0,NGA,pertussis,13
94,2,1,2,0,NGA,pertussis,13
95,2,1,2,0,NGA,pertussis,13
96,2,1,2,0,NGA,pertussis,13
97,2,1,2,0,NGA,pertussis,13
98,2,1,2,0,NGA,pertussis,13
99,2,1,2,0,NGA,pertussis,13
100,2,1,2,0,NGA,pertussis,13
101,2,1,2,0,NGA,pertussis,13
1,3,1,2,0,NGA,pertussis,13
2,3,1,2,0,NGA,pertussis,13
3,3,1,2,0,NGA,pertussis,13
4,3,1,2,0,NGA,pertussis,13
5,3,1,2,0,NGA,pertussis,13
6,3,1,2,0,NGA,pertussis,13
7,3,1,2,0,NGA,pertussis,13
8,3,1,2,0,NGA,pertussis,13
9,3,1,2,0,NGA,pertussis,13
10,3,1,2,0,NGA,pertussis,13
11,3,1,2,0,NGA,pertussis,13
12,3,1,2,0,NGA,pertussis,13
13,3,1,2,0,NGA,pertussis,13
14,3,1,2,0,NGA,pertussis,13
15,3,1,2,0,NGA,pertussis,13
16,3,1,2,0,NGA,pertussis,13
17,3,1,2,0,NGA,pertussis,13
18,3,1,2,0,NGA,pertussis,13
19,3,1,2,0,NGA,pertussis,13
20,3,1,2,0,NGA,pertussis,13
21,3,1,2,0,NGA,pertussis,13
22,3,1,2,0,NGA,pertussis,13
23,3,1,2,0,NGA,pertussis,13
24,3,1,2,0,NGA,pertussis,13
25,3,1,2,0,NGA,pertussis,13
26,3,1,2,0,NGA,pertussis,13
27,3,1,2,0,NGA,pertussis,13
28,3,1,2,0,NGA,pertussis,13
29,3,1,2,0,NGA,pertussis,13
30,3,1,2,0,NGA,pertussis,13
31,3,1,2,0,NGA,pertussis,13
32,3,1,2,0,NGA,pertussis,13
33,3,1,2,0,NGA,pertussis,13
34,3,1,2,0,NGA,pertussis,13
35,3,1,2,0,NGA,pertussis,13
36,3,1,2,0,NGA,pertussis,13
37,3,1,2,0,NGA,pertussis,13
38,3,1,2,0,NGA,pertussis,13
39,3,1,2,0,NGA,pertussis,13
40,3,1,2,0,NGA,pertussis,13
41,3,1,2,0,NGA,pertussis,13
42,3,1,2,0,NGA,pertussis,13
43,3,1,2,0,NGA,pertussis,13
44,3,1,2,0,NGA,pertussis,13
45,3,1,2,0,NGA,pertussis,13
46,3,1,2,0,NGA,pertussis,13
47,3,1,2,0,NGA,pertussis,13
48,3,1,2,0,NGA,pertussis,13
49,3,1,2,0,NGA,pertussis,13
50,3,1,2,0,NGA,pertussis,13
51,3,1,2,0,NGA,pertussis,13
52,3,1,2,0,NGA,pertussis,13
53,3,1,2,0,NGA,pertussis,13
54,3,1,2,0,NGA,pertussis,13
55,3,1,2,0,NGA,pertussis,13
56,3,1,2,0,NGA,pertussis,13
57,3,1,2,0,NGA,pertussis,13
58,3,1,2,0,NGA,pertussis,13
59,3,1,2,0,NGA,pertussis,13
60,3,1,2,0,NGA,pertussis,13
61,3,1,2,0,NGA,pertussis,13
62,3,1,2,0,NGA,pertussis,13
63,3,1,2,0,NGA,pertussis,13
64,3,1,2,0,NGA,pertussis,13
65,3,1,2,0,NGA,pertussis,13
66,3,1,2,0,NGA,pertussis,13
67,3,1,2,0,NGA,pertussis,13
68,3,1,2,0,NGA,pertussis,13
69,3,1,2,0,NGA,pertussis,13
70,3,1,2,0,NGA,pertussis,13
71,3,1,2,0,NGA,pertussis,13
72,3,1,2,0,NGA,pertussis,13
73,3,1,2,0,NGA,pertussis,13
74,3,1,2,0,NGA,pertussis,13
75,3,1,2,0,NGA,pertussis,13
76,3,1,2,0,NGA,pertussis,13
77,3,1,2,0,NGA,pertussis,13
78,3,1,2,0,NGA,pertussis,13
79,3,1,2,0,NGA,pertussis,13
80,3,1,2,0,NGA,pertussis,13
81,3,1,2,0,NGA,pertussis,13
82,3,1,2,0,NGA,pertussis,13
83,3,1,2,0,NGA,pertussis,13
84,3,1,2,0,NGA,pertussis,13
85,3,1,2,0,NGA,pertussis,13
86,3,1,2,0,NGA,pertussis,13
87,3,1,2,0,NGA,pertussis,13
88,3,1,2,0,NGA,pertussis,13
89,3,1,2,0,NGA,pertussis,13
90,3,1,2,0,NGA,pertussis,13
91,3,1,2,0,NGA,pertussis,13
92,3,1,2,0,NGA,pertussis,13
93,3,1,2,0,NGA,pertussis,13
94,3,1,2,0,NGA,pertussis,13
95,3,1,2,0,NGA,pertussis,13
96,3,1,2,0,NGA,pertussis,13
97,3,1,2,0,NGA,pertussis,13
98,3,1,2,0,NGA,pertussis,13
99,3,1,2,0,NGA,pertussis,13
100,3,1,2,0,NGA,pertussis,13
101,3,1,2,0,NGA,pertussis,13
1,4,1,2,0,NGA,pertussis,13
2,4,1,2,0,NGA,pertussis,13
3,4,1,2,0,NGA,pertussis,13
4,4,1,2,0,NGA,pertussis,13
5,4,1,2,0,NGA,pertussis,13
6,4,1,2,0,NGA,pertussis,13
7,4,1,2,0,NGA,pertussis,13
8,4,1,2,0,NGA,pertussis,13
9,4,1,2,0,NGA,pertussis,13
10,4,1,2,0,NGA,pertussis,13
11,4,1,2,0,NGA,pertussis,13
12,4,1,2,0,NGA,pertussis,13
13,4,1,2,0,NGA,pertussis,13
14,4,1,2,0,NGA,pertussis,13
15,4,1,2,0,NGA,pertussis,13
16,4,1,2,0,NGA,pertussis,13
17,4,1,2,0,NGA,pertussis,13
18,4,1,2,0,NGA,pertussis,13
19,4,1,2,0,NGA,pertussis,13
20,4,1,2,0,NGA,pertussis,13
21,4,1,2,0,NGA,pertussis,13
22,4,1,2,0,NGA,pertussis,13
23,4,1,2,0,NGA,pertussis,13
24,4,1,2,0,NGA,pertussis,13
25,4,1,2,0,NGA,pertussis,13
26,4,1,2,0,NGA,pertussis,13
27,4,1,2,0,NGA,pertussis,13
28,4,1,2,0,NGA,pertussis,13
29,4,1,2,0,NGA,pertussis,13
30,4,1,2,0,NGA,pertussis,13
31,4,1,2,0,NGA,pertussis,13
32,4,1,2,0,NGA,pertussis,13
33,4,1,2,0,NGA,pertussis,13
34,4,1,2,0,NGA,pertussis,13
35,4,1,2,0,NGA,pertussis,13
36,4,1,2,0,NGA,pertussis,13
37,4,1,2,0,NGA,pertussis,13
38,4,1,2,0,NGA,pertussis,13
39,4,1,2,0,NGA,pertussis,13
40,4,1,2,0,NGA,pertussis,13
41,4,1,2,0,NGA,pertussis,13
42,4,1,2,0,NGA,pertussis,13
43,4,1,2,0,NGA,pertussis,13
44,4,1,2,0,NGA,pertussis,13
45,4,1,2,0,NGA,pertussis,13
46,4,1,2,0,NGA,pertussis,13
47,4,1,2,0,NGA,pertussis,13
48,4,1,2,0,NGA,pertussis,13
49,4,1,2,0,NGA,pertussis,13
50,4,1,2,0,NGA,pertussis,13
51,4,1,2,0,NGA,pertussis,13
52,4,1,2,0,NGA,pertussis,13
53,4,1,2,0,NGA,pertussis,13
54,4,1,2,0,NGA,pertussis,13
55,4,1,2,0,NGA,pertussis,13
56,4,1,2,0,NGA,pertussis,13
57,4,1,2,0,NGA,pertussis,13
58,4,1,2,0,NGA,pertussis,13
59,4,1,2,0,NGA,pertussis,13
60,4,1,2,0,NGA,pertussis,13
61,4,1,2,0,NGA,pertussis,13
62,4,1,2,0,NGA,pertussis,13
63,4,1,2,0,NGA,pertussis,13
64,4,1,2,0,NGA,pertussis,13
65,4,1,2,0,NGA,pertussis,13
66,4,1,2,0,NGA,pertussis,13
67,4,1,2,0,NGA,pertussis,13
68,4,1,2,0,NGA,pertussis,13
69,4,1,2,0,NGA,pertussis,13
70,4,1,2,0,NGA,pertussis,13
71,4,1,2,0,NGA,pertussis,13
72,4,1,2,0,NGA,pertussis,13
73,4,1,2,0,NGA,pertussis,13
74,4,1,2,0,NGA,pertussis,13
75,4,1,2,0,NGA,pertussis,13
76,4,1,2,0,NGA,pertussis,13
77,4,1,2,0,NGA,pertussis,13
78,4,1,2,0,NGA,pertussis,13
79,4,1,2,0,NGA,pertussis,13
80,4,1,2,0,NGA,pertussis,13
81,4,1,2,0,NGA,pertussis,13
82,4,1,2,0,NGA,pertussis,13
83,4,1,2,0,NGA,pertussis,13
84,4,1,2,0,NGA,pertussis,13
85,4,1,2,0,NGA,pertussis,13
86,4,1,2,0,NGA,pertussis,13
87,4,1,2,0,NGA,pertussis,13
88,4,1,2,0,NGA,pertussis,13
89,4,1,2,0,NGA,pertussis,13
90,4,1,2,0,NGA,pertussis,13
91,4,1,2,0,NGA,pertussis,13
92,4,1,2,0,NGA,pertussis,13
93,4,1,2,0,NGA,pertussis,13
94,4,1,2,0,NGA,pertussis,13
95,4,1,2,0,NGA,pertussis,13
96,4,1,2,0,NGA,pertussis,13
97,4,1,2,0,NGA,pertussis,13
98,4,1,2,0,NGA,pertussis,13
99,4,1,2,0,NGA,pertussis,13
100,4,1,2,0,NGA,pertussis,13
101,4,1,2,0,NGA,pertussis,13
1,5,1,2,0,NGA,pertussis,13
2,5,1,2,0,NGA,pertussis,13
3,5,1,2,0,NGA,pertussis,13
4,5,1,2,0,NGA,pertussis,13
5,5,1,2,0,NGA,pertussis,13
6,5,1,2,0,NGA,pertussis,13
7,5,1,2,0,NGA,pertussis,13
8,5,1,2,0,NGA,pertussis,13
9,5,1,2,0,NGA,pertussis,13
10,5,1,2,0,NGA,pertussis,13
11,5,1,2,0,NGA,pertussis,13
12,5,1,2,0,NGA,pertussis,13
13,5,1,2,0,NGA,pertussis,13
14,5,1,2,0,NGA,pertussis,13
15,5,1,2,0,NGA,pertussis,13
16,5,1,2,0,NGA,pertussis,13
17,5,1,2,0,NGA,pertussis,13
18,5,1,2,0,NGA,pertussis,13
19,5,1,2,0,NGA,pertussis,13
20,5,1,2,0,NGA,pertussis,13
21,5,1,2,0,NGA,pertussis,13
22,5,1,2,0,NGA,pertussis,13
23,5,1,2,0,NGA,pertussis,13
24,5,1,2,0,NGA,pertussis,13
25,5,1,2,0,NGA,pertussis,13
26,5,1,2,0,NGA,pertussis,13
27,5,1,2,0,NGA,pertussis,13
28,5,1,2,0,NGA,pertussis,13
29,5,1,2,0,NGA,pertussis,13
30,5,1,2,0,NGA,pertussis,13
31,5,1,2,0,NGA,pertussis,13
32,5,1,2,0,NGA,pertussis,13
33,5,1,2,0,NGA,pertussis,13
34,5,1,2,0,NGA,pertussis,13
35,5,1,2,0,NGA,pertussis,13
36,5,1,2,0,NGA,pertussis,13
37,5,1,2,0,NGA,pertussis,13
38,5,1,2,0,NGA,pertussis,13
39,5,1,2,0,NGA,pertussis,13
40,5,1,2,0,NGA,pertussis,13
41,5,1,2,0,NGA,pertussis,13
42,5,1,2,0,NGA,pertussis,13
43,5,1,2,0,NGA,pertussis,13
44,5,1,2,0,NGA,pertussis,13
45,5,1,2,0,NGA,pertussis,13
46,5,1,2,0,NGA,pertussis,13
47,5,1,2,0,NGA,pertussis,13
48,5,1,2,0,NGA,pertussis,13
49,5,1,2,0,NGA,pertussis,13
50,5,1,2,0,NGA,pertussis,13
51,5,1,2,0,NGA,pertussis,13
52,5,1,2,0,NGA,pertussis,13
53,5,1,2,0,NGA,pertussis,13
54,5,1,2,0,NGA,pertussis,13
55,5,1,2,0,NGA,pertussis,13
56,5,1,2,0,NGA,pertussis,13
57,5,1,2,0,NGA,pertussis,13
58,5,1,2,0,NGA,pertussis,13
59,5,1,2,0,NGA,pertussis,13
60,5,1,2,0,NGA,pertussis,13
61,5,1,2,0,NGA,pertussis,13
62,5,1,2,0,NGA,pertussis,13
63,5,1,2,0,NGA,pertussis,13
64,5,1,2,0,NGA,pertussis,13
65,5,1,2,0,NGA,pertussis,13
66,5,1,2,0,NGA,pertussis,13
67,5,1,2,0,NGA,pertussis,13
68,5,1,2,0,NGA,pertussis,13
69,5,1,2,0,NGA,pertussis,13
70,5,1,2,0,NGA,pertussis,13
71,5,1,2,0,NGA,pertussis,13
72,5,1,2,0,NGA,pertussis,13
73,5,1,2,0,NGA,pertussis,13
74,5,1,2,0,NGA,pertussis,13
75,5,1,2,0,NGA,pertussis,13
76,5,1,2,0,NGA,pertussis,13
77,5,1,2,0,NGA,pertussis,13
78,5,1,2,0,NGA,pertussis,13
79,5,1,2,0,NGA,pertussis,13
80,5,1,2,0,NGA,pertussis,13
81,5,1,2,0,NGA,pertussis,13
82,5,1,2,0,NGA,pertussis,13
83,5,1,2,0,NGA,pertussis,13
84,5,1,2,0,NGA,pertussis,13
85,5,1,2,0,NGA,pertussis,13
86,5,1,2,0,NGA,pertussis,13
87,5,1,2,0,NGA,pertussis,13
88,5,1,2,0,NGA,pertussis,13
89,5,1,2,0,NGA,pertussis,13
90,5,1,2,0,NGA,pertussis,13
91,5,1,2,0,NGA,pertussis,13
92,5,1,2,0,NGA,pertussis,13
93,5,1,2,0,NGA,pertussis,13
94,5,1,2,0,NGA,pertussis,13
95,5,1,2,0,NGA,pertussis,13
96,5,1,2,0,NGA,pertussis,13
97,5,1,2,0,NGA,pertussis,13
98,5,1,2,0,NGA,pertussis,13
99,5,1,2,0,NGA,pertussis,13
100,5,1,2,0,NGA,pertussis,13
101,5,1,2,0,NGA,pertussis,13
1,6,1,2,0,NGA,pertussis,13
2,6,1,2,0,NGA,pertussis,13
3,6,1,2,0,NGA,pertussis,13
4,6,1,2,0,NGA,pertussis,13
5,6,1,2,0,NGA,pertussis,13
6,6,1,2,0,NGA,pertussis,13
7,6,1,2,0,NGA,pertussis,13
8,6,1,2,0,NGA,pertussis,13
9,6,1,2,0,NGA,pertussis,13
10,6,1,2,0,NGA,pertussis,13
11,6,1,2,0,NGA,pertussis,13
12,6,1,2,0,NGA,pertussis,13
13,6,1,2,0,NGA,pertussis,13
14,6,1,2,0,NGA,pertussis,13
15,6,1,2,0,NGA,pertussis,13
16,6,1,2,0,NGA,pertussis,13
17,6,1,2,0,NGA,pertussis,13
18,6,1,2,0,NGA,pertussis,13
19,6,1,2,0,NGA,pertussis,13
20,6,1,2,0,NGA,pertussis,13
21,6,1,2,0,NGA,pertussis,13
22,6,1,2,0,NGA,pertussis,13
23,6,1,2,0,NGA,pertussis,13
24,6,1,2,0,NGA,pertussis,13
25,6,1,2,0,NGA,pertussis,13
26,6,1,2,0,NGA,pertussis,13
27,6,1,2,0,NGA,pertussis,13
28,6,1,2,0,NGA,pertussis,13
29,6,1,2,0,NGA,pertussis,13
30,6,1,2,0,NGA,pertussis,13
31,6,1,2,0,NGA,pertussis,13
32,6,1,2,0,NGA,pertussis,13
33,6,1,2,0,NGA,pertussis,13
34,6,1,2,0,NGA,pertussis,13
35,6,1,2,0,NGA,pertussis,13
36,6,1,2,0,NGA,pertussis,13
37,6,1,2,0,NGA,pertussis,13
38,6,1,2,0,NGA,pertussis,13
39,6,1,2,0,NGA,pertussis,13
40,6,1,2,0,NGA,pertussis,13
41,6,1,2,0,NGA,pertussis,13
42,6,1,2,0,NGA,pertussis,13
43,6,1,2,0,NGA,pertussis,13
44,6,1,2,0,NGA,pertussis,13
45,6,1,2,0,NGA,pertussis,13
46,6,1,2,0,NGA,pertussis,13
47,6,1,2,0,NGA,pertussis,13
48,6,1,2,0,NGA,pertussis,13
49,6,1,2,0,NGA,pertussis,13
50,6,1,2,0,NGA,pertussis,13
51,6,1,2,0,NGA,pertussis,13
52,6,1,2,0,NGA,pertussis,13
53,6,1,2,0,NGA,pertussis,13
54,6,1,2,0,NGA,pertussis,13
55,6,1,2,0,NGA,pertussis,13
56,6,1,2,0,NGA,pertussis,13
57,6,1,2,0,NGA,pertussis,13
58,6,1,2,0,NGA,pertussis,13
59,6,1,2,0,NGA,pertussis,13
60,6,1,2,0,NGA,pertussis,13
61,6,1,2,0,NGA,pertussis,13
62,6,1,2,0,NGA,pertussis,13
63,6,1,2,0,NGA,pertussis,13
64,6,1,2,0,NGA,pertussis,13
65,6,1,2,0,NGA,pertussis,13
66,6,1,2,0,NGA,pertussis,13
67,6,1,2,0,NGA,pertussis,13
68,6,1,2,0,NGA,pertussis,13
69,6,1,2,0,NGA,pertussis,13
70,6,1,2,0,NGA,pertussis,13
71,6,1,2,0,NGA,pertussis,13
72,6,1,2,0,NGA,pertussis,13
73,6,1,2,0,NGA,pertussis,13
74,6,1,2,0,NGA,pertussis,13
75,6,1,2,0,NGA,pertussis,13
76,6,1,2,0,NGA,pertussis,13
77,6,1,2,0,NGA,pertussis,13
78,6,1,2,0,NGA,pertussis,13
79,6,1,2,0,NGA,pertussis,13
80,6,1,2,0,NGA,pertussis,13
81,6,1,2,0,NGA,pertussis,13
82,6,1,2,0,NGA,pertussis,13
83,6,1,2,0,NGA,pertussis,13
84,6,1,2,0,NGA,pertussis,13
85,6,1,2,0,NGA,pertussis,13
86,6,1,2,0,NGA,pertussis,13
87,6,1,2,0,NGA,pertussis,13
88,6,1,2,0,NGA,pertussis,13
89,6,1,2,0,NGA,pertussis,13
90,6,1,2,0,NGA,pertussis,13
91,6,1,2,0,NGA,pertussis,13
92,6,1,2,0,NGA,pertussis,13
93,6,1,2,0,NGA,pertussis,13
94,6,1,2,0,NGA,pertussis,13
95,6,1,2,0,NGA,pertussis,13
96,6,1,2,0,NGA,pertussis,13
97,6,1,2,0,NGA,pertussis,13
98,6,1,2,0,NGA,pertussis,13
99,6,1,2,0,NGA,pertussis,13
100,6,1,2,0,NGA,pertussis,13
101,6,1,2,0,NGA,pertussis,13
1,7,1,2,0,NGA,pertussis,13
2,7,1,2,0,NGA,pertussis,13
3,7,1,2,0,NGA,pertussis,13
4,7,1,2,0,NGA,pertussis,13
5,7,1,2,0,NGA,pertussis,13
6,7,1,2,0,NGA,pertussis,13
7,7,1,2,0,NGA,pertussis,13
8,7,1,2,0,NGA,pertussis,13
9,7,1,2,0,NGA,pertussis,13
10,7,1,2,0,NGA,pertussis,13
11,7,1,2,0,NGA,pertussis,13
12,7,1,2,0,NGA,pertussis,13
13,7,1,2,0,NGA,pertussis,13
14,7,1,2,0,NGA,pertussis,13
15,7,1,2,0,NGA,pertussis,13
16,7,1,2,0,NGA,pertussis,13
17,7,1,2,0,NGA,pertussis,13
18,7,1,2,0,NGA,pertussis,13
19,7,1,2,0,NGA,pertussis,13
20,7,1,2,0,NGA,pertussis,13
21,7,1,2,0,NGA,pertussis,13
22,7,1,2,0,NGA,pertussis,13
23,7,1,2,0,NGA,pertussis,13
24,7,1,2,0,NGA,pertussis,13
25,7,1,2,0,NGA,pertussis,13
26,7,1,2,0,NGA,pertussis,13
27,7,1,2,0,NGA,pertussis,13
28,7,1,2,0,NGA,pertussis,13
29,7,1,2,0,NGA,pertussis,13
30,7,1,2,0,NGA,pertussis,13
31,7,1,2,0,NGA,pertussis,13
32,7,1,2,0,NGA,pertussis,13
33,7,1,2,0,NGA,pertussis,13
34,7,1,2,0,NGA,pertussis,13
35,7,1,2,0,NGA,pertussis,13
36,7,1,2,0,NGA,pertussis,13
37,7,1,2,0,NGA,pertussis,13
38,7,1,2,0,NGA,pertussis,13
39,7,1,2,0,NGA,pertussis,13
40,7,1,2,0,NGA,pertussis,13
41,7,1,2,0,NGA,pertussis,13
42,7,1,2,0,NGA,pertussis,13
43,7,1,2,0,NGA,pertussis,13
44,7,1,2,0,NGA,pertussis,13
45,7,1,2,0,NGA,pertussis,13
46,7,1,2,0,NGA,pertussis,13
47,7,1,2,0,NGA,pertussis,13
48,7,1,2,0,NGA,pertussis,13
49,7,1,2,0,NGA,pertussis,13
50,7,1,2,0,NGA,pertussis,13
51,7,1,2,0,NGA,pertussis,13
52,7,1,2,0,NGA,pertussis,13
53,7,1,2,0,NGA,pertussis,13
54,7,1,2,0,NGA,pertussis,13
55,7,1,2,0,NGA,pertussis,13
56,7,1,2,0,NGA,pertussis,13
57,7,1,2,0,NGA,pertussis,13
58,7,1,2,0,NGA,pertussis,13
59,7,1,2,0,NGA,pertussis,13
60,7,1,2,0,NGA,pertussis,13
61,7,1,2,0,NGA,pertussis,13
62,7,1,2,0,NGA,pertussis,13
63,7,1,2,0,NGA,pertussis,13
64,7,1,2,0,NGA,pertussis,13
65,7,1,2,0,NGA,pertussis,13
66,7,1,2,0,NGA,pertussis,13
67,7,1,2,0,NGA,pertussis,13
68,7,1,2,0,NGA,pertussis,13
69,7,1,2,0,NGA,pertussis,13
70,7,1,2,0,NGA,pertussis,13
71,7,1,2,0,NGA,pertussis,13
72,7,1,2,0,NGA,pertussis,13
73,7,1,2,0,NGA,pertussis,13
74,7,1,2,0,NGA,pertussis,13
75,7,1,2,0,NGA,pertussis,13
76,7,1,2,0,NGA,pertussis,13
77,7,1,2,0,NGA,pertussis,13
78,7,1,2,0,NGA,pertussis,13
79,7,1,2,0,NGA,pertussis,13
80,7,1,2,0,NGA,pertussis,13
81,7,1,2,0,NGA,pertussis,13
82,7,1,2,0,NGA,pertussis,13
83,7,1,2,0,NGA,pertussis,13
84,7,1,2,0,NGA,pertussis,13
85,7,1,2,0,NGA,pertussis,13
86,7,1,2,0,NGA,pertussis,13
87,7,1,2,0,NGA,pertussis,13
88,7,1,2,0,NGA,pertussis,13
89,7,1,2,0,NGA,pertussis,13
90,7,1,2,0,NGA,pertussis,13
91,7,1,2,0,NGA,pertussis,13
92,7,1,2,0,NGA,pertussis,13
93,7,1,2,0,NGA,pertussis,13
94,7,1,2,0,NGA,pertussis,13
95,7,1,2,0,NGA,pertussis,13
96,7,1,2,0,NGA,pertussis,13
97,7,1,2,0,NGA,pertussis,13
98,7,1,2,0,NGA,pertussis,13
99,7,1,2,0,NGA,pertussis,13
100,7,1,2,0,NGA,pertussis,13
101,7,1,2,0,NGA,pertussis,13
1,8,1,2,0,NGA,pertussis,13
2,8,1,2,0,NGA,pertussis,13
3,8,1,2,0,NGA,pertussis,13
4,8,1,2,0,NGA,pertussis,13
5,8,1,2,0,NGA,pertussis,13
6,8,1,2,0,NGA,pertussis,13
7,8,1,2,0,NGA,pertussis,13
8,8,1,2,0,NGA,pertussis,13
9,8,1,2,0,NGA,pertussis,13
10,8,1,2,0,NGA,pertussis,13
11,8,1,2,0,NGA,pertussis,13
12,8,1,2,0,NGA,pertussis,13
13,8,1,2,0,NGA,pertussis,13
14,8,1,2,0,NGA,pertussis,13
15,8,1,2,0,NGA,pertussis,13
16,8,1,2,0,NGA,pertussis,13
17,8,1,2,0,NGA,pertussis,13
18,8,1,2,0,NGA,pertussis,13
19,8,1,2,0,NGA,pertussis,13
20,8,1,2,0,NGA,pertussis,13
21,8,1,2,0,NGA,pertussis,13
22,8,1,2,0,NGA,pertussis,13
23,8,1,2,0,NGA,pertussis,13
24,8,1,2,0,NGA,pertussis,13
25,8,1,2,0,NGA,pertussis,13
26,8,1,2,0,NGA,pertussis,13
27,8,1,2,0,NGA,pertussis,13
28,8,1,2,0,NGA,pertussis,13
29,8,1,2,0,NGA,pertussis,13
30,8,1,2,0,NGA,pertussis,13
31,8,1,2,0,NGA,pertussis,13
32,8,1,2,0,NGA,pertussis,13
33,8,1,2,0,NGA,pertussis,13
34,8,1,2,0,NGA,pertussis,13
35,8,1,2,0,NGA,pertussis,13
36,8,1,2,0,NGA,pertussis,13
37,8,1,2,0,NGA,pertussis,13
38,8,1,2,0,NGA,pertussis,13
39,8,1,2,0,NGA,pertussis,13
40,8,1,2,0,NGA,pertussis,13
41,8,1,2,0,NGA,pertussis,13
42,8,1,2,0,NGA,pertussis,13
43,8,1,2,0,NGA,pertussis,13
44,8,1,2,0,NGA,pertussis,13
45,8,1,2,0,NGA,pertussis,13
46,8,1,2,0,NGA,pertussis,13
47,8,1,2,0,NGA,pertussis,13
48,8,1,2,0,NGA,pertussis,13
49,8,1,2,0,NGA,pertussis,13
50,8,1,2,0,NGA,pertussis,13
51,8,1,2,0,NGA,pertussis,13
52,8,1,2,0,NGA,pertussis,13
53,8,1,2,0,NGA,pertussis,13
54,8,1,2,0,NGA,pertussis,13
55,8,1,2,0,NGA,pertussis,13
56,8,1,2,0,NGA,pertussis,13
57,8,1,2,0,NGA,pertussis,13
58,8,1,2,0,NGA,pertussis,13
59,8,1,2,0,NGA,pertussis,13
60,8,1,2,0,NGA,pertussis,13
61,8,1,2,0,NGA,pertussis,13
62,8,1,2,0,NGA,pertussis,13
63,8,1,2,0,NGA,pertussis,13
64,8,1,2,0,NGA,pertussis,13
65,8,1,2,0,NGA,pertussis,13
66,8,1,2,0,NGA,pertussis,13
67,8,1,2,0,NGA,pertussis,13
68,8,1,2,0,NGA,pertussis,13
69,8,1,2,0,NGA,pertussis,13
70,8,1,2,0,NGA,pertussis,13
71,8,1,2,0,NGA,pertussis,13
72,8,1,2,0,NGA,pertussis,13
73,8,1,2,0,NGA,pertussis,13
74,8,1,2,0,NGA,pertussis,13
75,8,1,2,0,NGA,pertussis,13
76,8,1,2,0,NGA,pertussis,13
77,8,1,2,0,NGA,pertussis,13
78,8,1,2,0,NGA,pertussis,13
79,8,1,2,0,NGA,pertussis,13
80,8,1,2,0,NGA,pertussis,13
81,8,1,2,0,NGA,pertussis,13
82,8,1,2,0,NGA,pertussis,13
83,8,1,2,0,NGA,pertussis,13
84,8,1,2,0,NGA,pertussis,13
85,8,1,2,0,NGA,pertussis,13
86,8,1,2,0,NGA,pertussis,13
87,8,1,2,0,NGA,pertussis,13
88,8,1,2,0,NGA,pertussis,13
89,8,1,2,0,NGA,pertussis,13
90,8,1,2,0,NGA,pertussis,13
91,8,1,2,0,NGA,pertussis,13
